TICKER,COMPANY_NAME,SECTOR,CAP_SIZE,BETA,DIVIDEND_YIELD,SECTOR_PE,EPS,PRICE TO EARNING,DIFFERENTIAL_PE,INV_BETA,SALES,NET PROFIT,EBITDA,EBITDA_MARGIN
DAAWAT,LT foods,FMCG,S,0.97,1.23,51.18,2.024,34.304,32.97381789761625,1.0309278350515465,"[2051.56, 2139.33, 2192.56, 2350.07, 2304.15]","[29.9, 41.96, 54.49, 85.16, 106.48]","[177.41, 156.98000000000002, 183.01999999999998, 199.2, 205.25]","[8.647565754840219, 7.337811370849753, 8.347320027730142, 8.476343257860403, 8.907840201375778]"
ADFFOODS,ADF Foods,FMCG,S,0.88,0.39,51.18,13.316000000000003,24.032,53.04415787416959,1.1363636363636365,"[165.36, 163.67, 187.5, 194.47, 236.64]","[14.36, 22.22, 30.48, 31.47, 36.69]","[27.38, 36.29, 49.18, 47.39, 56.24999999999999]","[16.55781325592646, 22.172664507851167, 26.229333333333333, 24.368797243790816, 23.770283975659225]"
BHARTIARTL,Bharti,Telecom,L,0.87,0.0,45.02,-25.174,473.916,-952.6788094180365,1.1494252873563218,"[62276.3, 53663.0, 49606.0, 54317.1, 64325.9]","[-9925.6, 79.2, -1869.2, -36088.2, -25197.6]","[8948.5, 18278.1, 17724.0, -19165.699999999997, 15349.000000000004]","[14.369029630854754, 34.060898570709796, 35.72954884489779, -35.2848366352401, 23.86130625455688]"
INDUSTOWER,Indus Tower,Telecom,L,1.28,9.13,45.02,12.904,21.124000000000002,53.078631719235894,0.78125,"[6084.7, 6618.0, 6821.7, 6738.3, 13950.8]","[2705.0, 2413.9, 2779.0, 1746.6, 3338.2]","[4540.799999999999, 4453.1, 4781.7, 4022.9, 7994.0]","[74.62652226075237, 67.28770021154428, 70.09543075772902, 59.70200198863215, 57.30137339794134]"
TATACOMM,Tata communication,Telecom,L,0.83,1.13,45.02,11.830000000000002,19.732,56.17059084851178,1.2048192771084338,"[5068.15, 5252.03, 5389.13, 5750.33, 6225.32]","[689.83, 266.63, -442.32, 208.78, 962.66]","[2000.1000000000001, 1359.6299999999999, 651.23, 1406.18, 2308.92]","[39.464104258950506, 25.887704373356588, 12.084139740551814, 24.45390090655667, 37.08917774507977]"
IDEA,Vodafone Idea,Telecom,M,1.28,0.0,45.02,-10.052,-18.637999999999998,141.39937805419814,0.78125,"[35278.65, 27828.6, 36859.5, 44715.0, 41672.7]","[-831.08, -4458.3, -14055.3, -73131.5, -46293.7]","[10288.32, 6284.299999999999, 6269.299999999999, -23020.699999999993, -5416.700000000001]","[29.163020693819064, 22.58216367334325, 17.00864092025122, -51.483171195348305, -12.998197860949738]"
TTML,TTML,Telecom,M,0.69,0.0,45.02,-19.006,-0.618,101.37272323411817,1.4492753623188408,"[2702.91, 1868.51, 1277.2, 1077.74, 1043.66]","[-2356.47, -9841.99, -667.6, -3714.11, -1996.69]","[-278.37999999999965, -7740.11, 1063.72, -1974.0600000000002, -266.81999999999994]","[-10.299270045987459, -414.23968830779603, 83.28531161916692, -183.16662645907178, -25.565797290305262]"
AFFLE,Affle,Telecom,M,1.25,0.0,45.02,1.384,114.19000000000001,-153.6428254109285,0.8,"[65.63, 83.76, 121.21, 182.23, 266.73]","[0.33, 8.83, 16.68, 32.89, 28.23]","[4.7, 17.89, 28.41, 49.75, 46.5]","[7.16135913454213, 21.358643744030562, 23.438660176553093, 27.30066399604895, 17.433359577100436]"
HFCL,HFCL,Telecom,S,1.54,0.18,45.02,1.4040000000000001,13.85,69.23589515770769,0.6493506493506493,"[2015.95, 3066.09, 4366.2, 3547.3, 4105.87]","[123.72, 155.03, 184.03, 203.82, 222.86]","[199.35999999999999, 280.80999999999995, 386.2, 448.15999999999997, 497.71000000000004]","[9.889134155112973, 9.158570035452316, 8.845220099858, 12.633834183745384, 12.121913260770556]"
ITI,ITI,Telecom,S,1.0,0.0,45.02,2.1059999999999994,228.52400000000003,-407.60550866281653,1.0,"[1528.12, 1475.14, 1668.37, 2058.87, 2362.18]","[266.39, 230.56, 92.54, 147.48, 11.2]","[435.95, 408.83000000000004, 236.1, 330.03, 212.64]","[28.528518702719683, 27.714657591821798, 14.151537129054107, 16.0296667589503, 9.001854219407496]"
HATHWAY,Hathway,Telecom,S,1.21,0.0,45.02,0.19799999999999995,44.858000000000004,0.35984007107951804,0.8264462809917356,"[1307.4, 544.54, 527.63, 567.69, 615.56]","[-154.62, 77.66, 210.6, 16.64, 111.15]","[257.2, 253.28, 163.82, 377.6, 334.13]","[19.672632706134312, 46.512652881331036, 31.048272463658247, 66.51517553594391, 54.28065501332121]"
MTNL,MTNL,Telecom,S,0.79,0.0,45.02,-49.084,-0.342,100.75966237227898,1.2658227848101264,"[2869.68, 2371.91, 1987.8, 1536.36, 1303.64]","[-2941.08, -2973.03, -3390.2, -3695.68, -2461.79]","[-409.3599999999999, -438.8600000000001, -703.3199999999999, -782.1899999999996, 528.7800000000002]","[-14.265005157369462, -18.502388370553696, -35.38182915786297, -50.911895649457136, 40.56181154306405]"
CIPLA,Cipla,Pharma,L,0.01,0.49,36.36,22.630000000000003,28.548000000000002,21.485148514851478,100.0,"[10768.49, 11389.9, 12374.01, 12659.15, 13900.58]","[974.94, 1468.52, 1888.41, 2318.17, 2468.28]","[1726.1100000000001, 2452.9100000000003, 3079.52, 3600.1400000000003, 3951.8400000000006]","[16.029266870285436, 21.535834379581914, 24.88700106109499, 28.439034216357342, 28.429317337837706]"
DRREDDY,Dr Reddys,Pharma,L,0.4,0.58,36.36,100.566,36.112,0.6820682068206754,2.5,"[9719.8, 9359.3, 10625.5, 11850.4, 13349.1]","[1384.1, 566.9, 1277.3, 2937.7, 2186.4]","[2336.7999999999997, 1533.8999999999999, 2538.1, 3612.8, 3937.8999999999996]","[24.041646947468053, 16.38904618935177, 23.886875911721802, 30.486734624991563, 29.49936699852424]"
